FacilityID,QInscfsAdj,QInsCFAdj,Q_DailyavgCF,AVGDISCHARGE,JURISDICTI,SAMPLEDRY,PERSISTENTFLOW,JURISDICTI3,PERCENTAGE,area_acres,AREA
L04-702-4,NA,NA,0,0,MISSION VIEJO,NA,Unknown,LAGUNA HILLS,56.399775,374.77459069,211.3722128
L04-702-4,NA,NA,0,0,MISSION VIEJO,NA,Unknown,MISSION VIEJO,43.60022493,374.77459069,163.402709
L05-049-1,NA,NA,19312.141176000005,1.074799,ORANGE CO,1,Yes,ORANGE CO,100,478.27356101,478.2739839
L05-049-2,NA,NA,13985.9136,0.293041,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L05-489-3d,NA,NA,119703.35390399999,2.136918,ORANGE CO,NA,Yes,ORANGE CO,100,1930.33211516,1930.332115
L05-489-7,NA,NA,1073.088,0.093024,ORANGE CO,NA,Yes,ORANGE CO,100,92.32955997,92.32964159
L05-503-1,NA,NA,3832.4741759999997,0.057778,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,100,NA,NA
LC01-11446-1,NA,NA,429.23519999999996,0.017,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,39.36702966,178.33264473,70.20432721
LC01-11446-1,NA,NA,429.23519999999996,0.017,LAGUNA BEACH,NA,Yes,ORANGE CO,55.76166121,178.33264473,99.4413331
LC02-11508-2,NA,NA,488.79158399999994,0.02265,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,100,NA,NA
LC02-11508-3,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,14.21275699,319.65476129,45.43179461
LC02-11508-3,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,ORANGE CO,85.78724286,319.65476129,274.2232488
LC03-11515-1,NA,NA,1070.822592,0.008369,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,100,NA,NA
LC05-11017-1,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100,63.88315303,63.88320951
LC06-11019-1,NA,NA,3655.951199999999,0.028496,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,89.62558449,60.81426308,54.50518693
LC06-11019-1,NA,NA,3655.951199999999,0.028496,LAGUNA BEACH,NA,Yes,ORANGE CO,9.731511351,60.81426308,5.918152147
M00.1-071-2 (M00S04),NA,NA,0,0.072122,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100.0000001,416.85960898,416.8599777
M00.2-066-1 (M00S07),NA,NA,372.59999999999997,0.014322,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,99.98882995,136.33710933,136.3220009
M01-038-3,NA,NA,572.850144,0.005304,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-038-6,NA,NA,288.153936,0.013791,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-042-1 (M01S01),NA,NA,59.616,0.015022,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,195.65162657,195.6517995
M01-047-1,NA,NA,24674.674895999997,0.350968,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,719.38131871,719.3819547
M01-050-4 (M01@CGV),NA,NA,695.5199999999999,0.05849,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,105.0882966,105.0883895
M01-050-7,NA,NA,0.23846399999999995,4e-6,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,DANA POINT,0.059502384,4545.77136968,2.704844705
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,ORANGE CO,13.88784564,4545.77136968,631.310269
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,SAN CLEMENTE,68.75086744,4545.77136968,3125.260011
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,SAN JUAN CAPISTRANO,17.30178443,4545.77136968,786.5002582
M01-099-1,NA,NA,327.888,0.03559,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-124-2,NA,NA,178.848,0.019404,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-124-4,NA,NA,71.5392,6e-4,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
M02-032-1,NA,NA,11593.8216,0.234014,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,130.87560514,130.8757208
M02-052-3,NA,NA,119.232,0.110413,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,178.5046065,178.5047643
M02-061-5,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,3.75049186,3.750495173
M02-085-1 (M02P06),NA,NA,804.8159999999999,0.06651,SAN CLEMENTE,1,Yes,ORANGE CO,0.069288022,372.59706323,0.258165364
M02-085-1 (M02P06),NA,NA,804.8159999999999,0.06651,SAN CLEMENTE,1,Yes,SAN CLEMENTE,99.93071197,372.59706323,372.3392272
M02-085-2,NA,NA,1758.672,0.201592,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,199.86814555,199.8683222
M02-142-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
SC02-072-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,4.79491375,4.794917985
SC03-067-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,99.95606465,174.71237258,174.6357665
SC06-146-1 (M00P02),NA,NA,217.658016,0.003017,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100.0000005,26.41299244,26.41301593
SC07-079-4,NA,NA,402.4079999999999,0.00694,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,1.06690053,1.066901477
SC10-075-1 (M00P05),NA,NA,357.69599999999997,0.006323,DANA POINT,NA,Yes,DANA POINT,89.808013,83.2555747,74.77024345
SC10-075-1 (M00P05),NA,NA,357.69599999999997,0.006323,DANA POINT,NA,Yes,SAN CLEMENTE,10.19198624,83.2555747,8.485404217
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,DANA POINT,67.05890861,305.38811884,204.7901206
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,SAN CLEMENTE,31.34739098,305.38811884,95.73129226
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,1.593700313,305.38811884,4.866975708
SC11-035-2d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
SC11-035-3d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
SC12-068-2,NA,NA,811.2843359999999,0.008401,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,81.31475636,81.31482824
SC12-068-4,NA,NA,9.180864,0.0089,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,99.98312968,16.13226718,16.12955987
J01-9273-1,NA,NA,0,0.00103,LAGUNA WOODS,1,Yes,LAGUNA HILLS,5.183103927,30.68945533,1.590667771
J01-9273-1,NA,NA,0,0.00103,LAGUNA WOODS,1,Yes,LAGUNA WOODS,94.81689767,30.68945533,29.09881518
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,ALISO VIEJO,99.79799461,167.87337148,167.5344063
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,LAGUNA NIGUEL,0.20163074,167.87337148,0.33848462
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,ORANGE CO,3.74759e-4,167.87337148,6.2912e-4
L02-401-2 (COL02P55),NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,100,116.86311828,116.8632216
J01-9144-4 (J01P26),NA,NA,385.77600000000007,0.004465,ALISO VIEJO,NA,Yes,ALISO VIEJO,100,193.49295991,193.493131
L02-640-1 (L11P02),NA,NA,14111.9712,0.163333,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,508.84556392,508.8460138
J01-9264-1 (J01P06),NA,NA,NA,NA,LAKE FOREST,NA,Yes,LAKE FOREST,92.08498047,680.93059513,627.0353599
J01-9046-3,NA,NA,248.91839999999996,0.002881,LAKE FOREST,NA,Yes,LAKE FOREST,100,15.52791748,15.52793121
J01-10004-2,NA,NA,65.1456,7.54e-4,LAKE FOREST,NA,Yes,LAKE FOREST,100,11.76218814,11.76219854
J01-9275-1,NA,NA,259.2,0.003,LAKE FOREST,NA,Unknown,LAKE FOREST,99.64416058,27.09901317,27.00260807
J01-9275-1,NA,NA,259.2,0.003,LAKE FOREST,NA,Unknown,MISSION VIEJO,0.355841536,27.09901317,0.09642963
J01-10041-2 (J03P13),NA,NA,211896,2.4525,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,0.009690605,374.69432682,0.036310178
J01-10041-2 (J03P13),NA,NA,211896,2.4525,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,99.9903098,374.69432682,374.6583494
J03-9215-1,NA,NA,NA,NA,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,65.12825351,65.12831109
SC01-077-2,NA,NA,647.9999999999999,0.0075,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
SC01-077-1,NA,NA,4587.6672,0.053098,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,48.74950277,48.74954587
J01-9313-1,NA,NA,4320,0.05,ALISO VIEJO,NA,Yes,ALISO VIEJO,99.21825221,137.37665275,136.3028343
J01-9313-1,NA,NA,4320,0.05,ALISO VIEJO,NA,Yes,ORANGE CO,0.781746628,137.37665275,1.073938299
I01-11487-2,NA,NA,723.6,0.008375,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100.0000001,134.7247304,134.7248497
I00-11437-1,NA,NA,7487.942400000001,0.086666000000000007,LAGUNA BEACH,1,Yes,LAGUNA BEACH,96.47184583,605.19208238,583.8404889
I00-11437-1,NA,NA,7487.942400000001,0.086666000000000007,LAGUNA BEACH,1,Yes,ORANGE CO,3.528154171,605.19208238,21.35212857
I01-11502-1,NA,NA,NA,NA,ALISO VIEJO,NA,Yes,LAGUNA BEACH,94.54079859,25.92502892,24.50975105
I01-11502-1,NA,NA,NA,NA,ALISO VIEJO,NA,Yes,LAGUNA WOODS,5.45919891,25.92502892,1.415300148
I01-11216-1 (I02P13),NA,NA,NA,NA,ALISO VIEJO,NA,Yes,ALISO VIEJO,85.52948144,231.31390007,197.8417541
I01-11216-1 (I02P13),NA,NA,NA,NA,ALISO VIEJO,NA,Yes,LAGUNA WOODS,12.7806056,231.31390007,29.5633434
I01-11216-2 (I02P12),NA,NA,NA,NA,ALISO VIEJO,NA,Yes,ALISO VIEJO,100,NA,NA
I01-11216-3,NA,NA,NA,NA,ALISO VIEJO,NA,Yes,ALISO VIEJO,27.53095221,4.87418855,1.341911705
I01-11216-3,NA,NA,NA,NA,ALISO VIEJO,NA,Yes,LAGUNA WOODS,72.46900588,4.87418855,3.532279107
I01-11216-4 (I02P14),NA,NA,NA,NA,ALISO VIEJO,NA,Yes,ALISO VIEJO,100,NA,NA
M00.1-070-4,NA,NA,NA,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,137.0917445,137.0918657
M00.1-071-3 (M00S04),NA,NA,3821.3856,0.044229,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100.0000016,101.01259909,101.01269
SC05-073-1,NA,NA,603.5039999999999,0.006985,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100.0000016,124.43649592,124.4366079
M02-102-1,NA,NA,3801.5999999999995,0.044,SAN CLEMENTE,NA,Yes,ORANGE CO,3.840670819,4825.00118255,185.3125762
M02-102-1,NA,NA,3801.5999999999995,0.044,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,96.15932919,4825.00118255,4639.692872
M02-013-1,NA,NA,NA,NA,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,43.17862585,43.17866403
L01-618-3,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,6.92800257,6.92800869
L01-618-2,NA,NA,NA,NA,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,399.49209345,399.4924467
L01-618-1,NA,NA,6998.4000000000005,0.081,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,92.62287102,92.6229529
L01-602-2,NA,NA,NA,NA,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,62.42339564,62.42345082
L02-571-1,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,99.9999999,36.03365204,36.03368386
L02-571-3,NA,NA,52.4448,6.07e-4,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,7.43114254,7.431149107
K01-12156-1,NA,NA,NA,NA,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,88.38784859,88.38792673
K01-12156-3,NA,NA,NA,0,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,100,130.12073959,130.1208546
L01-724-2,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,16.19787546,NA
L01-517-1,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,ORANGE CO,91.33564488,163.63320429,149.4555745
L01-517-1,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,8.664355227,163.63320429,14.17777462
L01-517-2,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA
L01-517-3,NA,NA,143.7696,0.001664,ORANGE CO,NA,Yes,ORANGE CO,86.86213464,603.8362612,524.5055299
L01-517-3,NA,NA,143.7696,0.001664,ORANGE CO,NA,Yes,SAN JUAN CAPISTRANO,13.13786535,603.8362612,79.33126506
SM01-086-1 (M03P01),NA,NA,NA,NA,SAN CLEMENTE,NA,Yes,ORANGE CO,0.179452607,219.4891214,0.393879298
SM01-086-1 (M03P01),NA,NA,NA,NA,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,99.82054733,219.4891214,219.095436
M02-028-2 (M02P08),NA,NA,3484.7712,0.040333,SAN CLEMENTE,NA,Yes,ORANGE CO,0.116727935,221.16825465,0.258165364
M02-028-2 (M02P08),NA,NA,3484.7712,0.040333,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,99.88327205,221.16825465,220.9102848
M02-015-1,NA,NA,1811.2896,0.020964,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,65.88798185,65.8880401
L01-125-1,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,17.10683645,362.07575558,61.93976207
L01-125-1,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,82.89316367,362.07575558,300.136314
L01-125-2,NA,NA,1814.3999999999999,0.021,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,51.93979406,113.27048633,58.83250935
L01-125-2,NA,NA,1814.3999999999999,0.021,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,48.06020524,113.27048633,54.43807633
L02-622-2 (L02P32),NA,NA,8908.444800000001,0.103107,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,8.122253812,571.54189287,46.42212422
L02-622-2 (L02P32),NA,NA,8908.444800000001,0.103107,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,91.87774622,571.54189287,525.1202741
L01-261-1,NA,NA,700.0128,0.008102,ORANGE CO,NA,Yes,ORANGE CO,99.85129002,149.63865359,149.4162581
L01-261-1,NA,NA,700.0128,0.008102,ORANGE CO,NA,Yes,RANCHO SANTA MARGARITA,0.148709977,149.63865359,0.222527803
L04-266-1,NA,NA,NA,NA,MISSION VIEJO,NA,Unknown,MISSION VIEJO,100.0000001,54.2802175,54.28026556
J07-9109-1,NA,NA,754.3584,0.008731,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,NA,NA
J07-9109-2,NA,NA,5881.4208,0.068072,MISSION VIEJO,NA,Yes,LAKE FOREST,1.91711778,201.64389276,3.865754338
J07-9109-2,NA,NA,5881.4208,0.068072,MISSION VIEJO,NA,Yes,MISSION VIEJO,98.08288254,201.64389276,197.7783173
L03-691-1 (L03P09),NA,NA,29032.7328,0.336027,MISSION VIEJO,NA,Yes,MISSION VIEJO,99.71740555,505.0272419,503.6005082
L03-691-1 (L03P09),NA,NA,29032.7328,0.336027,MISSION VIEJO,NA,Yes,ORANGE CO,0.28259444,505.0272419,1.42718017
L03-141-1,NA,NA,6242.0544,0.072246,MISSION VIEJO,NA,Yes,MISSION VIEJO,58.38533876,161.39127863,94.22892806
L03-141-1,NA,NA,6242.0544,0.072246,MISSION VIEJO,NA,Yes,RANCHO SANTA MARGARITA,41.61466124,161.39127863,67.16249325
L01-414-1,NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,100,41.37487005,41.37490663
L01-733-2,NA,NA,9843.3792,0.113928,ORANGE CO,NA,Yes,ORANGE CO,99.1163795,120.42916661,119.3651353
L01-733-2,NA,NA,9843.3792,0.113928,ORANGE CO,NA,Yes,RANCHO SANTA MARGARITA,0.883620502,120.42916661,1.064137748
M01-003-1,NA,NA,NA,0,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
M01-003-2,NA,NA,NA,0,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
M01-002-1,NA,NA,NA,0,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
L01-747-1,NA,NA,3887.999999999999,0.045,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,132.61552692,132.6156442
L05-489-4,NA,NA,2498.3424,0.028916,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-372-1,NA,NA,624.1536000000001,0.007224,ORANGE CO,NA,Yes,ORANGE CO,100,117.6149137,117.6150177
L01-218-1,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,1.588868781,66.55096754,1.057408482
L01-218-1,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,98.41112993,66.55096754,65.49361704
L01-218-2,NA,NA,1830.3839999999998,0.021185,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,32.56312287,32.56315165
L01-218-3,NA,NA,NA,NA,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,58.59506433,58.59511613
J01-9033-1,NA,NA,197.94240000000002,0.002291,LAKE FOREST,NA,Yes,LAKE FOREST,2.750781729,41.10421176,1.130688146
J01-9033-1,NA,NA,197.94240000000002,0.002291,LAKE FOREST,NA,Yes,ORANGE CO,97.24922177,41.10421176,39.97356139
J01-10012-3,NA,NA,NA,0,MISSION VIEJO,NA,Unknown,MISSION VIEJO,19.22071006,31.14614857,5.986516204
J01-10012-3,NA,NA,NA,0,MISSION VIEJO,NA,Unknown,ORANGE CO,60.69089784,31.14614857,18.90289392
J01-10012-3,NA,NA,NA,0,MISSION VIEJO,NA,Unknown,RANCHO SANTA MARGARITA,20.08839263,31.14614857,6.256766146
J04-9249-1,NA,NA,119021.27040000001,1.377561,LAGUNA NIGUEL,NA,Yes,ALISO VIEJO,8.068009599,1643.4542726,132.5941657
J04-9249-1,NA,NA,119021.27040000001,1.377561,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,71.83884675,1643.4542726,1180.63964
J04-9249-1,NA,NA,119021.27040000001,1.377561,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,20.09314366,1643.4542726,330.2219199
L02-502-6,NA,NA,NA,NA,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,39.57525956,39.57529455
L03-497-1,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,LAGUNA NIGUEL,70.8605139,45.51756325,32.25400775
L03-497-1,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,29.13948729,45.51756325,13.26359628
L01-727-3,NA,NA,687.6576000000001,0.007959,DANA POINT,NA,Unknown,DANA POINT,100,4.74021882,4.740223007
L02-396-1,NA,NA,2001.2831999999999,0.023163,MISSION VIEJO,NA,Yes,MISSION VIEJO,99.27784457,193.73528575,192.3363859
L02-396-1,NA,NA,2001.2831999999999,0.023163,MISSION VIEJO,NA,Yes,ORANGE CO,0.722154616,193.73528575,1.399069546
L01-613-1,NA,NA,501.12,0.0058,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
LC04-11199-1,NA,NA,NA,NA,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100,NA,NA
L03-172-3,NA,NA,NA,NA,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,NA,NA
L01-303-5,NA,NA,942.2784,0.010906,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-303-3,NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-303-2,NA,NA,6048,0.07,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-303-1,NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-517-8,NA,NA,NA,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA
SC02-072-4,NA,NA,NA,NA,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
M00.1-070-6,NA,NA,NA,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
L01-766-9,NA,NA,15025.305600000003,0.173904,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,100,NA,NA
L03-141-2,NA,NA,506.8224,0.005866,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,NA,NA
L03-141-3,NA,NA,1075.68,0.01245,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,NA,NA
LC05-11017-2,NA,NA,2921.0112,0.033808,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100,NA,NA
SC10-075-3 (M00S01),NA,NA,31103.999999999993,0.36,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
SC09-081-2d,NA,NA,3369.5999999999995,0.039,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
M01-168-1d (M00P03),NA,NA,NA,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
M01-168-2d (M00P03),NA,NA,NA,NA,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
SC11-035-1d,NA,NA,NA,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
I01-11195-2,NA,NA,18856.800000000003,0.21825,ALISO VIEJO,NA,Unknown,ALISO VIEJO,100,NA,NA
J03-9216-5,NA,NA,NA,NA,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,NA,NA
L01-399-1,NA,NA,NA,0,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
L01-399-2,NA,NA,86.39999999999999,0.001,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
LC01-11480-1,NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-242-1 (L07P16),NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,99.65978637,196.96941954,196.2994763
L01-242-1 (L07P16),NA,NA,NA,NA,ORANGE CO,NA,Yes,RANCHO SANTA MARGARITA,0.340213646,196.96941954,0.670117436
I01-11503-5,NA,NA,NA,NA,ALISO VIEJO,NA,Unknown,ALISO VIEJO,100,NA,NA
