FacilityID,Date,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,rain_gage,wet_within_72,GlobalID,QInscfs,MonitoringYear
L01-618-2,2022-07-13,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DBB6D67B-D85C-4FC2-AE21-A7AD70D991C8},NA,MY2021-22
L01-618-2,2022-08-10,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DBB6D67B-D85C-4FC2-AE21-A7AD70D991C8},NA,MY2021-22
L01-618-3,2022-08-10,Undetermined,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{A981599B-D002-446E-B808-453E58ACEA12},NA,MY2021-22
L01-618-5 (L01S09),2022-07-13,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DB6B9824-56ED-459B-A97E-F9966647E89B},NA,MY2021-22
L01-726-2,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,,NA,NA,DANAPOINT,FALSE,{2E54A407-3CB1-4115-BE98-54634E27A6A6},NA,MY2021-22
L01-726-8,2022-09-14,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,,NA,NA,DANAPOINT,FALSE,{88ED161A-736E-448B-AF46-40F0E8C2F54E},NA,MY2021-22
L01-727-3,2022-07-12,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,DANAPOINT,FALSE,{F5B625B6-1B6F-4CA5-84AD-4CBD11F17148},NA,MY2021-22
L01-727-3,2022-09-14,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,,NA,NA,DANAPOINT,FALSE,{F5B625B6-1B6F-4CA5-84AD-4CBD11F17148},NA,MY2021-22
L01-728-2,2022-07-12,Direct Connection,Flowing,Yes,,NA,NA,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,MY2021-22
L01-728-2,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,NA,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,MY2021-22
L01-728-3 (L01S02),2022-07-12,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,NA,DANAPOINT,FALSE,{2A977DCC-7E53-4D85-94F4-061F90A75327},NA,MY2021-22
L01-730-1,2022-09-20,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{58435AF7-EDAB-42CB-9CEF-56F94E800788},NA,MY2021-22
L01-733-2,2022-08-01,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{0730A3D5-1756-4C6A-B21F-59D067D3F0B4},NA,MY2021-22
L01-733-2,2022-09-19,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{0730A3D5-1756-4C6A-B21F-59D067D3F0B4},NA,MY2021-22
L01-747-1,2022-07-28,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{5F6222C0-DE3F-465B-ACE2-7BCF51145055},NA,MY2021-22
L01-747-1,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{5F6222C0-DE3F-465B-ACE2-7BCF51145055},NA,MY2021-22
L01-747-2,2022-08-10,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{09587147-64CF-499E-B6F3-CA0AB4A5BB40},NA,MY2021-22
L01-749-2d,2022-08-10,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{F974B699-BEF5-4874-8BF5-762E5BABC0EC},NA,MY2021-22
L01-749-2d,2022-09-06,Undetermined,Flowing,Yes,,NA,NA,PALISADES,FALSE,{F974B699-BEF5-4874-8BF5-762E5BABC0EC},NA,MY2021-22
L01-749-2d,2022-09-06,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{F974B699-BEF5-4874-8BF5-762E5BABC0EC},NA,MY2021-22
L01-749-5,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{AAAA11DA-67C2-4E13-B18E-11AAEBB0B8F5},NA,MY2021-22
L01-760-2,2022-08-01,Undetermined,Flowing,Yes,,NA,NA,TRABUCO,FALSE,{2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA},NA,MY2021-22
L01-766-7,2022-06-28,None - Flow Infiltrates or Outfall is Dry,Flowing,Unknown,,NA,NA,PALISADES,FALSE,{2A3C4022-F5F9-4E4D-864F-F04AB86095CF},NA,MY2021-22
L01-766-9,2022-06-28,Undetermined,Pooled or Ponded,Yes,Yes,NA,NA,PALISADES,FALSE,{897EC9EE-5CAB-4DFE-896A-03DD917D9C2F},NA,MY2021-22
L01-766-9,2022-09-06,Undetermined,Pooled or Ponded,Yes,Yes,NA,NA,PALISADES,FALSE,{897EC9EE-5CAB-4DFE-896A-03DD917D9C2F},NA,MY2021-22
L02-198-1 (L02P29),2022-07-27,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,NA,TRABUCO,FALSE,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},NA,MY2021-22
L02-344-1,2022-07-26,Undetermined,Pooled or Ponded,Unknown,,NA,NA,ELTORO,FALSE,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},NA,MY2021-22
L02-344-2,2022-07-26,Undetermined,Pooled or Ponded,Yes,,NA,NA,ELTORO,FALSE,{E885A8CA-0AA1-47CD-A582-4DCD7E616FC7},NA,MY2021-22
L02-359-1 (L02P43),2022-09-26,Undetermined,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{5281A820-F1BE-47B1-99ED-ECE4A151A02B},NA,MY2021-22
L02-374-1 (L02P50),2022-09-06,Undetermined,Flowing,Yes,Yes,NA,NA,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},NA,MY2021-22
L02-374-2 (MVL02P20),2022-09-26,Undetermined,Flowing,Yes,,NA,NA,SULPHURCREEK,FALSE,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},NA,MY2021-22
L02-401-1,2022-06-08,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{14FA5899-75CF-4C8D-8DBB-69BF4CCF982A},NA,MY2021-22
L02-401-1,2022-09-19,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{14FA5899-75CF-4C8D-8DBB-69BF4CCF982A},NA,MY2021-22
L02-401-2 (COL02P55),2022-06-16,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{6D0EBCA6-4D3F-4C1C-894E-0641CFB65C37},NA,MY2021-22
L02-401-2 (COL02P55),2022-09-06,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{6D0EBCA6-4D3F-4C1C-894E-0641CFB65C37},NA,MY2021-22
L02-502-1,2022-07-06,Undetermined,Pooled or Ponded,Unknown,,NA,NA,SULPHURCREEK,FALSE,{80AEE061-5CEE-4A9A-91C8-024626A1725A},NA,MY2021-22
L02-541-6,2022-06-28,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{182F8328-651A-4982-91BA-8A69837B2509},NA,MY2021-22
L02-541-6,2022-09-14,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{182F8328-651A-4982-91BA-8A69837B2509},NA,MY2021-22
L02-571-3,2022-07-20,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{3871EFB2-8754-476F-9342-3419290C4138},NA,MY2021-22
L02-571-3,2022-09-14,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{3871EFB2-8754-476F-9342-3419290C4138},NA,MY2021-22
L02-571-5 (L02TBN2),2022-06-28,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{84E0BC14-2EA7-43A4-9B95-F0347A2814D5},NA,MY2021-22
L02-571-5 (L02TBN2),2022-09-14,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{84E0BC14-2EA7-43A4-9B95-F0347A2814D5},NA,MY2021-22
L02-622-1 (L02P28),2022-07-27,Undetermined,Pooled or Ponded,Unknown,,NA,NA,TRABUCO,FALSE,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},NA,MY2021-22
L02-622-1 (L02P28),2022-09-20,Undetermined,Flowing,Unknown,,NA,NA,TRABUCO,FALSE,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},NA,MY2021-22
L02-641-1,2022-08-25,Direct Connection,Flowing,Yes,Yes,NA,NA,TRABUCO,FALSE,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},NA,MY2021-22
L03-074-1 (L03B01),2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,TRABUCO,FALSE,{49BB3F7E-1B73-4CC3-93B9-49EF1F708BBE},NA,MY2021-22
L03-141-1,2022-06-22,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{14CC37CD-8D1D-4824-B51F-D5A645DF23CC},NA,MY2021-22
L03-141-1,2022-08-09,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{14CC37CD-8D1D-4824-B51F-D5A645DF23CC},NA,MY2021-22
L03-141-2,2022-06-22,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{F5FE5213-7964-43D8-9FCF-D95DAD36D8E5},NA,MY2021-22
L03-141-2,2022-08-09,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{F5FE5213-7964-43D8-9FCF-D95DAD36D8E5},NA,MY2021-22
L03-141-3,2022-06-22,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{E9C93353-55FF-4789-80D4-68FBA02BD5E3},NA,MY2021-22
L03-141-3,2022-08-09,Direct Connection,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{E9C93353-55FF-4789-80D4-68FBA02BD5E3},NA,MY2021-22
L03-241-4,2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,ELTORO,FALSE,{47F716AD-32FA-4E10-9846-98471CD662B4},NA,MY2021-22
L03-316-2,2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,ELTORO,FALSE,{3F70559C-0FAD-4D97-9983-A4BA1217498F},NA,MY2021-22
L03-316-2,2022-09-01,Partial - Significant Distance,Flowing,Yes,,NA,NA,ELTORO,FALSE,{3F70559C-0FAD-4D97-9983-A4BA1217498F},NA,MY2021-22
L03-316-4,2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,ELTORO,FALSE,{013DEF0D-A524-413F-A01F-3700B35EEACE},NA,MY2021-22
L03-418-2,2022-06-23,Partial - Significant Distance,Flowing,Yes,,NA,NA,SULPHURCREEK,FALSE,{06560A1C-A452-4CBC-9B61-5BD085C0EC0B},NA,MY2021-22
L03-418-3,2022-06-23,Partial - Significant Distance,Pooled or Ponded,Unknown,,NA,NA,SULPHURCREEK,FALSE,{22376DF3-FDA8-47F9-A88E-F80545512E84},NA,MY2021-22
L03-662-3 (L03P16),2022-06-14,Partial - Significant Distance,Flowing,Yes,Yes,NA,NA,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},NA,MY2021-22
L03-691-1 (L03P09),2022-07-06,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,ELTORO,FALSE,{A46C6F40-FDBC-4070-86ED-866644B07428},NA,MY2021-22
L04-266-5,2022-08-23,Direct Connection,Flowing,Yes,Yes,NA,NA,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,MY2021-22
L04-702-1 (L04P02),2022-09-01,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{7FD1636E-ED34-4FE6-8232-0809F76D4268},NA,MY2021-22
L05-489-3,2022-09-06,Direct Connection,Flowing,Yes,Yes,NA,NA,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},NA,MY2021-22
L05-489-4,2022-06-16,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA,MY2021-22
L05-489-4,2022-09-06,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA,MY2021-22
LC01-11446-1,2022-07-05,Direct Connection,Pooled or Ponded,Yes,,NA,NA,LAGUNABEACH,FALSE,{3BF05356-3912-4A4C-A382-01CE34EA71C0},NA,MY2021-22
LC03-11515-1,2022-07-05,Direct Connection,Pooled or Ponded,Yes,,NA,NA,LAGUNABEACH,FALSE,{886775A2-E4C3-48F3-9D28-64111BB5241F},NA,MY2021-22
LC06-11509-2,2022-07-05,Partial - Significant Distance,Flowing,Yes,,NA,NA,LAGUNABEACH,FALSE,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},NA,MY2021-22
M00.1-071-3 (M00S04),2022-07-19,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{564BA613-62BA-484C-8F8D-10DB77A3916D},NA,MY2021-22
M00.1-071-3 (M00S04),2022-08-30,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{564BA613-62BA-484C-8F8D-10DB77A3916D},NA,MY2021-22
M00.2-066-1 (M00S07),2022-08-08,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{5554CB30-DBF5-4F05-9145-3024520F5CD4},NA,MY2021-22
M01-008-1,2022-07-26,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{B4C2DE98-2903-4237-914D-570020690CEC},NA,MY2021-22
M01-008-1,2022-09-15,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{B4C2DE98-2903-4237-914D-570020690CEC},NA,MY2021-22
M01-124-4,2022-07-26,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{FA68CCE1-A2A8-414F-8411-9E05511C841E},NA,MY2021-22
M02-013-1,2022-07-26,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{28818406-BBEA-4536-A70B-7DEA94341A5E},NA,MY2021-22
M02-013-1,2022-08-30,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{28818406-BBEA-4536-A70B-7DEA94341A5E},NA,MY2021-22
M02-013-1,2022-09-15,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{28818406-BBEA-4536-A70B-7DEA94341A5E},NA,MY2021-22
M02-015-1,2022-07-20,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA,MY2021-22
M02-015-1,2022-08-24,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA,MY2021-22
M02-028-2 (M02P08),2022-07-26,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{1707E0E9-430D-4B15-969A-02F4D7D52110},NA,MY2021-22
M02-028-2 (M02P08),2022-08-30,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{1707E0E9-430D-4B15-969A-02F4D7D52110},NA,MY2021-22
M02-052-2,2022-09-08,Direct Connection,Flowing,Yes,Yes,NA,NA,PALISADES,FALSE,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},NA,MY2021-22
M02-052-4,2022-07-28,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},NA,MY2021-22
M02-061-4 (SCBS@M02),2022-08-24,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{C461CAC3-1849-40E8-B3F7-D3281D347977},NA,MY2021-22
M02-061-6,2022-07-20,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{4D37DA87-C486-40DA-A876-48258EA473E1},NA,MY2021-22
M02-061-6,2022-08-24,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{4D37DA87-C486-40DA-A876-48258EA473E1},NA,MY2021-22
M02-061-7,2022-07-20,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,NA,PALISADES,FALSE,{225C2BC1-A627-451E-AB2E-10DD6A27CC31},NA,MY2021-22
M02-102-1,2022-07-20,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA,MY2021-22
M02-102-1,2022-09-23,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA,MY2021-22
SC05-073-1,2022-07-19,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{665C8249-2626-4CF7-81EA-645A6B98A96D},NA,MY2021-22
SC05-073-3,2022-07-19,Partial - Significant Distance,Flowing,Yes,,NA,NA,PALISADES,FALSE,{42902E2B-56C6-4060-A36D-AEA18B64156E},NA,MY2021-22
SC05-073-3,2022-08-08,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{42902E2B-56C6-4060-A36D-AEA18B64156E},NA,MY2021-22
SC06-146-1 (M00P02),2022-08-08,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},NA,MY2021-22
SC06-146-2 (M00P02),2022-08-08,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{39F60971-71F5-4FB5-A552-55C3B268E8F1},NA,MY2021-22
SC07-079-5,2022-07-20,Partial - Significant Distance,Flowing,Yes,,NA,NA,PALISADES,FALSE,{03864DBD-D87D-474A-A6EE-7F78E41DD1AA},NA,MY2021-22
SC10-075-1 (M00P05),2022-07-12,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{A312578F-E3A9-4101-A4A6-AD6BB12708E1},NA,MY2021-22
SC11-035-2d,2022-09-23,Partial - Significant Distance,Other - See Comments,Unknown,,NA,NA,DANAPOINT,FALSE,{0E4D95D6-8AD7-457D-929B-ABD734ED7531},NA,MY2021-22
SC11-130-2,2022-09-23,Partial - Significant Distance,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},NA,MY2021-22
SM01-086-1 (M03P01),2022-07-26,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{51E3B119-6EF4-4695-B9F3-3FFABED66286},NA,MY2021-22
SM01-086-1 (M03P01),2022-09-15,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{51E3B119-6EF4-4695-B9F3-3FFABED66286},NA,MY2021-22
SM01-086-2,2022-07-26,Undetermined,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},NA,MY2021-22
SM01-086-2,2022-09-15,Undetermined,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},NA,MY2021-22
I00-11518-2,2022-08-16,NA,,Yes,,NA,NA,LAGUNABEACH,FALSE,{43927D34-5C8D-480F-9527-A565DA0C7C0C},NA,MY2021-22
I01-11023-1,2022-09-01,NA,Pooled or Ponded,Yes,Yes,NA,NA,LAGUNABEACH,FALSE,{EC705F4A-8057-41AB-99F6-CDD22A7AEEDC},NA,MY2021-22
I01-11216-2 (I02P12),2022-06-28,NA,Pooled or Ponded,Yes,,NA,NA,ELTORO,FALSE,{3E6152B4-AA12-4483-A315-F2A09982301C},NA,MY2021-22
J03-9234-5,2022-08-31,NA,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{0C213075-F3BE-4202-976F-D3228FB0F4F4},NA,MY2021-22
L01-414-1,2022-07-21,NA,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{68338A6C-A350-4B2E-90E5-C3AA59C3D9A8},NA,MY2021-22
L01-748-2,2022-07-13,NA,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DBC981FA-992C-4171-A16D-E171B6935A16},NA,MY2021-22
L01-748-2,2022-08-10,NA,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DBC981FA-992C-4171-A16D-E171B6935A16},NA,MY2021-22
L02-502-6,2022-08-11,NA,Other - See Comments,Unknown,,NA,NA,SULPHURCREEK,FALSE,{C5BC5588-D77D-4EF7-9CE0-E8B1DCFE0385},NA,MY2021-22
L03-074-2,2022-06-22,NA,Flowing,Yes,,NA,NA,ELTORO,FALSE,{6A5E6BA4-3561-44F0-907D-3D9775BDE62E},NA,MY2021-22
L03-172-2,2022-06-22,NA,Flowing,Yes,,NA,NA,TRABUCO,FALSE,{F5690724-C245-4E1E-8E50-C527FA115971},NA,MY2021-22
L03-172-3,2022-06-22,NA,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,MY2021-22
L03-172-3,2022-08-09,NA,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,MY2021-22
L04-301-1 (L04P08),2022-06-22,NA,,Yes,,NA,NA,ELTORO,FALSE,{214EC75B-5777-4611-BDFC-D8AD310BF1D9},NA,MY2021-22
M02-086-1,2022-08-30,NA,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{F86F746E-958B-4AF4-8B9D-F230E1352261},NA,MY2021-22
M02-142-1,2022-08-24,NA,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{EC5901D7-35FC-4050-9794-9A9E94520BB5},NA,MY2021-22
SC11-035-1d,2022-07-12,NA,Other - See Comments,Unknown,,NA,NA,DANAPOINT,FALSE,{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},NA,MY2021-22
SC11-035-1d,2022-09-23,NA,Other - See Comments,Unknown,,NA,NA,DANAPOINT,FALSE,{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},NA,MY2021-22
SC11-130-2,2022-07-12,NA,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},NA,MY2021-22
